player_id,player_display_name,player_name,player_full_name,batting_style,bowling_style,birthdate,country_id,list_team_ids
41,,Mazvita Zambuko,Mazvita Zambuko,Right-hand bat,Right-arm medium,31/03/91,12,632
42,,Zaheer Muhammad,Muhammad Zaheer Tufail,Right-hand bat,Right-arm offbreak,20/04/97,12,157
43,,Zulqarnain,Zulqarnain,Right-hand bat,Right-arm medium,20/04/98,5,9
44,,Zulqarnain,Zulqarnain,Right-hand bat,Right-arm medium-fast,28/12/90,5,456
45,,Zulfiqar Shahid,Zulfiqar Shahid,Right-hand bat,Right-arm medium,20/11/72,5,786
46,,Zulfiqar Naqvi,Zulfiqar Naqvi,Right-hand bat,Right-arm medium,10/03/72,5,786
47,,Zulfiqar Jan,Zulfiqar Jan,Right-hand bat,,10/11/79,5,"369,406"
48,,Zulfiqar Hussain,Haafiz Zulfiqar Hussain,Right-hand bat,,01/06/75,5,728
49,,Zulfiqar Haider,Zulfiqar Haider,Right-hand bat,Legbreak,01/04/75,5,899
50,,Zulfiqar Butt,Mohammad Zulfiqar Butt,Left-hand bat,Slow left-arm orthodox,01/01/71,5,670
51,,Zulfiqar Babar,Zulfiqar Babar,Right-hand bat,Slow left-arm orthodox,10/12/78,5,"767,492,641,789,187,277,846,25,728"
52,,Zulfiqar Ali,Zulfiqar Ali,Right-hand bat,Right-arm offbreak,01/01/42,5,874
53,,Zulfiqar Ali,Zulfiqar Ali,Right-hand bat,Right-arm fast-medium,30/12/69,5,82
54,,Zulfiqar Ali,Zulfiqar Ali,Right-hand bat,Right-arm offbreak,10/04/74,5,406
55,,Zulfiqar Ali,Zulfiqar Ali,Right-hand bat,,27/12/73,5,456
56,,Zulfiqar Ahmed,Zulfiqar Ahmed,Right-hand bat,,09/02/79,5,456
57,,Zubair Watto,Zubair Watto,Right-hand bat,Slow left-arm orthodox,04/12/82,5,686
58,,Zubair Nadeem,Zubair Nadeem,Right-hand bat,Right-arm medium,21/07/73,5,786
59,,Zubair Malik,Zubair Malik,Left-hand bat,,20/02/98,5,1159
60,,Zubair Ayub,Zubair Ayub,Right-hand bat,Right-arm offbreak,08/11/77,5,899
61,,Zohaib Shera,Zohaib Shera,Right-hand bat,Left-arm medium-fast,18/08/90,5,"809,1093"
62,,Zohaib Khan,Zohaib Khan,Right-hand bat,Slow left-arm orthodox,20/03/84,5,"533,596,531,260"
63,,Adhly Zubair,Mohamed Shafil Cassim Adhly Zubair,Right-hand bat,Slow left-arm orthodox,04/04/82,6,512
64,,Keneth Zoysa,Loku Liyanage Keneth Zoysa,Right-hand bat,Right-arm medium,25/11/82,6,84
65,,Maduranga Zoysa,Hannadige Samansiri Maduranga Zoysa,Right-hand bat,Legbreak,27/09/84,6,"1065,164,689,1025"
66,,Nuwan Zoysa,Demuni Nuwan Tharanga Zoysa,Left-hand bat,Left-arm fast-medium,13/05/78,6,"853,355,1096,763,815"
67,,Zohaib Ahmed,Zohaib Ahmed,Right-hand bat,Right-arm medium-fast,02/03/86,5,"320,708,197"
68,,Zia Shahzad,Zia Mohammad Shahzad,Right-hand bat,Legbreak googly,18/06/96,5,1159
69,,Zia-ur-Rehman,Zia-ur-Rehman,Right-hand bat,Legbreak,28/03/75,5,"796,531"
70,,Zia-ur-Rehman,Zia-ur-Rehman,Right-hand bat,Right-arm fast-medium,25/02/77,5,213
71,,Zia-ul-Qamar,Zia-ul-Qamar,Right-hand bat,Right-arm medium,21/08/82,5,796
72,,Zia-ul-Hasan,Zia-ul-Hasan Arif,Right-hand bat,Right-arm offbreak,25/07/72,5,213
73,,Mohamed Zahir,Mohamed Shehan Zahir,Right-hand bat,Right-arm medium-fast,17/10/82,6,1059
74,,Mohamed Imraaz Zaheer,Mohamed Imraaz Zaheer,Left-hand bat,Left-arm slow-medium,26/05/78,6,1065
75,,Ziard Mohamed Zacky,Ziard Mohamed Zacky,Right-hand bat,Right-arm medium-fast,26/02/99,6,738
76,,Zia-ul-Haq Chaudhry,Zia-ul-Haq Chaudhry,Right-hand bat,Right-arm offbreak,12/03/79,5,786
77,,Zia-ul-Haq,Zia-ul-Haq,Right-hand bat,Right-arm fast-medium,12/11/82,5,786
78,,Zia-ul-Haq,Zia-ul-Haq,Right-hand bat,Legbreak,05/12/80,5,"1100,729"
79,,Zia-ul-Haq,Zia-ul-Haq,Right-hand bat,Left-arm fast-medium,11/12/94,5,"1006,533,724,187,82,1133"
80,,Ziauddin Kazi,Ziauddin Kazi,Right-hand bat,,03/07/73,5,316
81,,Zehmarad Afzal,Zehmarad Afzal,Right-hand bat,Right-arm medium-fast,24/10/77,5,"945,61,1057"
82,,Zeeshan Zaheer,Zeeshan Zaheer Ahmed,Right-hand bat,,19/06/90,5,1166
83,,Zeeshan Ullah Shan,Zeeshan Ullah Shan,Right-hand bat,,16/07/92,5,1120
84,,Zeeshan Tanvir,Zeeshan Tanvir Malik,Right-hand bat,Right-arm offbreak,25/03/81,5,915
85,,Zeeshan Sher,Zeeshan Sher Jang,Right-hand bat,,17/11/85,5,320
86,,Zeeshan Shabbir,Zeeshan Shabbir,Right-hand bat,Legbreak,09/11/90,5,1079
87,,Zeeshan Safeer,Zeeshan Safeer,Left-hand bat,Right-arm offbreak,10/06/86,5,68
88,,Zeeshan Pervez,Zeeshan Pervez,Left-hand bat,,24/12/84,5,1166
89,,Zeeshan Pervez,Zeeshan Pervez Khan,Right-hand bat,Right-arm medium,01/01/77,5,"899,426"
90,,Zeeshan Nadir,Zeeshan Nadir Masood,Right-hand bat,Right-arm medium-fast,01/01/86,5,"564,728"
91,,Zeeshan Mushtaq,Zeeshan Mushtaq,Right-hand bat,,01/10/89,5,"320,708,1133,383"
92,,Zeeshan Mohsin,Zeeshan Mohsin,Left-hand bat,Legbreak,12/10/82,5,406
93,,Zeeshan Malik,Zeeshan Malik,Right-hand bat,Right-arm offbreak,26/12/96,5,1133
94,,Zeeshan Khan,Zeeshan Khan,Left-hand bat,Slow left-arm orthodox,20/10/76,5,"641,789,846"
95,,Zeeshan Khan,Mohammad Zeeshan Khan,Right-hand bat,Right-arm medium-fast,16/02/94,5,"729,832"
96,,Zeeshan Khan,Zeeshan Khan,Left-hand bat,Slow left-arm orthodox,18/10/92,5,1100
97,,Zeeshan Khalid,Mohammad Zeeshan Khalid,Right-hand bat,Right-arm offbreak,15/07/82,5,"213,358,641"
98,,Zeeshan Jamil,Zeeshan Jamil,Right-hand bat,Right-arm offbreak,03/11/87,5,809
99,,Zeeshan Jadoon,Zeeshan Khan Jadoon,Right-hand bat,,20/09/88,5,275
100,,Zeeshan Gul,Zeeshan Gul,Right-hand bat,,12/03/91,5,221
101,,Zeeshan Butt,Zeeshan Butt,Right-hand bat,Right-arm offbreak,01/07/86,5,383
102,,Zeeshan Butt,Zeeshan Asif Butt,Right-hand bat,Right-arm medium-fast,20/02/78,5,"456,1054"
103,,Zeeshan Ashraf,Zeeshan Ali Ashraf,Left-hand bat,Right-arm offbreak,11/05/92,5,789
104,,Zeeshan Amin,Haafiz Zeeshan Amin,,,06/04/76,5,670
105,,Zeeshan Ali,Syed Zeeshan Ali Shah Bukhari,Left-hand bat,,23/09/86,5,708
106,,Zeeshan Ali,Zeeshan Ali,Right-hand bat,,16/06/89,5,"1180,564,753"
107,,Zeeshan Ali,Zeeshan Ali,,Right-arm fast-medium,25/11/87,5,
108,,Zeeshan Akram,Zeeshan Akram,Right-hand bat,,10/11/94,5,461
109,,Zeeshan-ul-Haq,Zeeshan-ul-Haq,Right-hand bat,,10/11/88,5,213
110,,Zeeshanullah,Zeeshanullah,Right-hand bat,,16/07/92,5,456
111,,Zeeshan-ul-Haq,Zeeshan-ul-Haq,Right-hand bat,Right-arm offbreak,13/12/86,5,456
112,,Zeeshan-ul-Haq,Zeeshan-ul-Haq,Right-hand bat,,10/11/88,5,641
113,,Zayyad Qayyum,Zayyad Qayyum Khan,Right-hand bat,,15/07/79,5,426
114,,Zarnail Zaidi,Zarnail Zaidi,Right-hand bat,,15/03/91,5,986
115,,Zarar Ali,Zarar Ali,Right-hand bat,Right-arm medium-fast,11/05/93,5,786
116,,Zameer Ahmed,Zameer Ahmed Khan,Left-hand bat,Legbreak,30/12/79,5,899
117,,Zameer-ul-Hasan,Zameer-ul-Hasan,Right-hand bat,Right-arm offbreak,12/10/72,5,874
118,,Zaman Jamil,Zaman Jamil,Right-hand bat,Right-arm bowler,15/09/88,5,
119,,Zaman Haider,Zaman Haider,Right-hand bat,Right-arm fast-medium,25/12/80,5,"670,160"
120,,Zakir Khan,Zakir Khan,Right-hand bat,Right-arm medium-fast,07/08/72,5,777
121,,Zakir Ali,Zakir Ali,Right-hand bat,,15/08/91,5,168
122,,Zakir Afridi,Zakir Khan Afridi,Right-hand bat,,30/11/91,5,832
123,,Zakir Afridi,Zakir Afridi,Right-hand bat,Right-arm medium-fast,08/10/89,5,809
124,,Zaka-ul-Rashid,Mohammad Zaka-ul-Rashid,Right-hand bat,,01/09/86,5,"213,358,641"
125,,Zakaullah Khan,Zakaullah Khan,Right-hand bat,Slow left-arm orthodox,06/03/74,5,"1082,686"
126,,Zain Abbas,Zain Abbas,Left-hand bat,Right-arm bowler,02/11/91,5,"492,641,789"
127,,Zainullah,Syed Zainullah,Left-hand bat,Slow left-arm orthodox,20/02/96,5,588
128,,Zainbin Farooq,Zainbin Farooq,,,20/04/01,5,402
129,,Zain-ul-Hasan,Zain-ul-Hasan,Left-hand bat,Right-arm medium,30/06/93,5,1159
130,,Zaid Mir,Zaid Mir Shah,Right-hand bat,,30/12/76,5,778
131,,Zaid Khan,Zaid Khan,,,27/12/01,5,402
132,,Zahoor Elahi,Zahoor Elahi,Right-hand bat,Right-arm medium,01/03/71,5,"767,448,354,456,553,796,641,153,786,561"
133,,Zahoor Ahmed,Zahoor Ahmed,Right-hand bat,Left-arm medium-fast,28/02/87,5,"931,588"
134,,Zahir Siddiqi,Mohammad Zahir Siddiqi,Right-hand bat,Right-arm fast-medium,27/03/87,5,"213,358"
135,,Zahir Shah,Syed Zahir Ali Shah,Right-hand bat,Legbreak,12/01/71,5,"369,90,786"
136,,Zahid Waheed,Zahid Waheed,Right-hand bat,,10/11/85,5,1166
137,,Zahid Ullah,Zahid Ullah,Right-hand bat,,05/04/95,5,348
138,,Zahid Saeed,Zahid Saeed,Right-hand bat,Left-arm fast-medium,05/07/81,5,"670,724,86,160"
139,,Zahid Raza,Zahid Raza,Right-hand bat,,01/03/70,5,456
140,,Zahid Mansoor,Zahid Mansoor,Right-hand bat,Right-arm offbreak,29/12/89,5,"786,322"
141,,Zahid Mahmood,Zahid Mahmood,Right-hand bat,,09/08/74,5,456
142,,Zahid Mahmood,Zahid Mahmood,Right-hand bat,Legbreak,20/03/88,5,"777,221,888"
143,,Zahid Mahmood,Zahid Mahmood,Right-hand bat,,24/12/85,5,564
144,,Zahid Khan,Zahid Khan,Right-hand bat,Right-arm offbreak,01/01/76,5,786
145,,Zahid Khan,Zahid Khan,Right-hand bat,,02/12/81,5,777
146,,Zahid Javed,Zahid Javed,Right-hand bat,Right-arm offbreak,07/10/74,5,"670,491,796,1082,440,786,686"
147,,Zahid Iqbal,Zahid Iqbal,Left-hand bat,Right-arm offbreak,28/12/88,5,564
148,,Zahid Hussain,Zahid Hussain,Right-hand bat,Right-arm medium,08/12/76,5,453
149,,Zahid Hussain,Zahid Hussain,Right-hand bat,Right-arm offbreak,14/08/76,5,456
150,,Zahid Ghauri,Zahid Ghauri,Right-hand bat,Right-arm medium,07/11/76,5,"899,309"
151,,Zahid Fazal,Zahid Fazal,Right-hand bat,"Right-arm medium, Right-arm offbreak",10/11/73,5,"767,670,796,153,82"
152,,Zahid Alam,Zahid Alam,Right-hand bat,Right-arm offbreak,01/07/71,5,641
153,,Zahidullah,Zahidullah,Left-hand bat,,04/10/90,5,383
154,,Zaheer Khan,Zaheer Ahmed Khan,Right-hand bat,Right-arm medium,03/12/79,5,"796,874,728"
155,,Zaheer Hasan,Zaheer Hasan Khan,Left-hand bat,,11/10/97,5,149
156,,Zaheer Chauhan,Zaheer Anwer Chauhan,Right-hand bat,Right-arm medium-fast,13/08/84,5,187
157,,Zaheer Ahmed,Rana Zaheer Ahmed,Right-hand bat,,13/06/74,5,"456,724"
158,,Zaheer Abbas,Zaheer Abbas,Right-hand bat,Right-arm medium-fast,20/12/89,5,1133
159,,Zafar Mahmood,Raja Zafar Mahmood,Right-hand bat,Right-arm offbreak,30/11/72,5,491
160,,Zafar Jadoon,Zafar Iqbal Jadoon,Right-hand bat,Legbreak,01/12/72,5,899
161,,Zafar Iqbal,Zafar Iqbal,Right-hand bat,Right-arm offbreak,23/03/70,5,796
162,,Zafar Iqbal,Zafar Iqbal,Right-hand bat,,07/10/73,5,491
163,,Zafar Gohar,Zafar Gohar Khan,Left-hand bat,Slow left-arm orthodox,01/02/95,5,"59,533,28,1133,260"
164,,Zafar Ali,Zafar Ali Katper,Right-hand bat,,02/03/86,5,"777,221,888"
165,,Zafar Abbasi,Raja Zafar Abbasi,Right-hand bat,Right-arm offbreak,05/01/70,5,724
166,,Zafar-ul-Haq,Zafar-ul-Haq,Right-hand bat,Slow left-arm orthodox,10/03/39,5,"796,440"
167,,Zakaria Zuffri,Syed Zakaria Zuffri,Left-hand bat,,12/10/75,2,"520,1033,387"
168,,Zuber Khan,Zuber Khan,Right-hand bat,,13/04/74,2,98
169,,Bobby Zothansanga,Bobby Zothansanga,Right-hand bat,Right-arm offbreak,25/08/86,2,232
170,,Hmar Zothanchhunga,Hmar Zothanchhunga,Right-hand bat,Right-arm medium,26/12/85,2,232
171,,S Zorinliana,S Zorinliana,Right-hand bat,Right-arm offbreak,28/11/74,2,232
172,,Jagdish Zope,Jagdish Purushottam Zope,Left-hand bat,Slow left-arm orthodox,06/09/95,2,92
173,,Vijay Zol,Vijay Hari Zol,Left-hand bat,Right-arm offbreak,23/11/94,2,"677,92,769,1186"
174,,Mohammed Ziauddin,Mohammed Ziauddin,Right-hand bat,,09/10/83,2,123
175,,Inakato Zhimomi,Inakato Zhimomi,Right-hand bat,Right-arm offbreak,21/11/92,2,806
176,,Hokaito Zhimomi,Hokaito Huzheto Zhimomi,Right-hand bat,Left-arm medium,24/09/86,2,520
177,,Zeeshan Ansari,Zeeshan Ansari,Right-hand bat,Legbreak googly,16/12/99,2,"92,993"
178,,Zeeshan Ali,Sayeed Zeeshan Ali,Right-hand bat,Right-arm offbreak,03/09/91,2,129
179,,Komal Zanzad,Komal Ravindra Zanzad,Right-hand bat,Left-arm medium-fast,10/07/91,2,660
180,,Badruddin Zaman,Badruddin Zaman,Right-hand bat,Right-arm fast-medium,20/09/72,2,951
181,,Jayendrasinh Zala,Jayendrasinh Govindsinh Zala,Right-hand bat,Legbreak,26/12/84,2,659
182,,Abhiraj Zala,Abhiraj Balbhadrasinh Zala,Right-hand bat,Right-arm medium,06/12/86,2,634
183,,Zakir Hussain,Zakir Hussain,Right-hand bat,Right-arm medium-fast,26/01/76,2,"387,929"
184,,Zakir Baig,Khadari Zakir Baig,Left-hand bat,Slow left-arm orthodox,05/01/83,2,835
185,,Ashish Zaidi,Ashish Winston Zaidi,Right-hand bat,Right-arm fast-medium,16/09/71,2,329
186,,Ali Hamid,Ali Hamid Zaidi,Right-hand bat,Legbreak,26/12/82,2,"932,329"
187,,Zahir Alam,Zahir Alam,Right-hand bat,Legbreak googly,10/04/70,2,520
188,,Zahid Ali,Mohammad Zahid Ali,Right-hand bat,,17/11/91,2,"92,993"
189,,Viraj Zagade,Viraj Virendra Zagade,Right-hand bat,Legbreak,21/04/80,2,1161
190,,Zafar Ali,Zafar Ali,Right-hand bat,,21/09/87,2,98
191,,Ikram  Zampawala,Ikram Abdul Zampawala,Left-hand bat,Left-arm medium,17/10/87,2,294
192,,Jack Mynott,Jack Michael Andrew Mynott,Right-hand bat,Right-arm medium,25/10/94,1,450
193,,Sachin Mylavarapu,Sachin Venkata Srikar Mylavarapu,Right-hand bat,Slow left-arm orthodox,21/06/91,1,876
194,,Scott Myers,Scott Richard Myers,Right-hand bat,Right-arm medium,03/10/88,1,567
195,,Nicky Myers,Nicola Myers,Right-hand bat,Right-arm slow-medium,26/01/81,1,1053
196,,Edwin Myers,Edwin Bertram Myers,Right-hand bat,Slow left-arm orthodox,1888-07-05,1,1085
197,,David Myers,David Nicholas George Myers,Left-hand bat,Right-arm medium,11/05/85,1,"713,452"
198,,Arthur Myers,Arthur Thomas Myers,Right-hand bat,,1851-04-16,1,598
199,,Frank Mycroft,Frank Mycroft,Left-hand bat,,1873-06-30,1,530
200,,Adam Mutucumarana,Adam James Chandra Mutucumarana,Right-hand bat,,15/06/79,1,"89,1005"
201,,Keith Mustow,Keith Robert Mustow,Left-hand bat,,26/11/72,1,953
202,,Phil Mustard,Philip Mustard,Left-hand bat,Legbreak,08/10/82,1,"1029,431,860,802,229,971,610,568"
203,,Mustafa Rafique,Mustafa Rafique,Right-hand bat,Right-arm fast-medium,02/03/98,1,590
204,,Rowland Musson,Rowland Gascoigne Musson,,,07/02/12,1,
205,,Luke Mussett,Luke Oliver Mussett,Right-hand bat,Right-arm medium,02/03/00,1,452
206,,John Musgrave,John Musgrave Musgrave,Right-hand bat,Right-arm fast (roundarm),1845-02-13,1,598
207,,Daniel Murty,Daniel George Murty,Right-hand bat,Right-arm offbreak,01/01/96,1,598
208,,Chris Murtagh,Christopher Paul Murtagh,Right-hand bat,,14/10/84,1,"952,736,1085,208"
209,,Nicholas Murrills,Nicholas Paul Murrills,Right-hand bat,Right-arm offbreak,25/02/82,1,43
210,,William Murray,William Barnaby Robin Murray,Right-hand bat,Right-arm medium,06/12/80,1,544
211,,Ryan Murray,Ryan Peter C Murray,Right-hand bat,Right-arm fast-medium,01/04/97,1,"443,1198,284"
212,,John Murray,John Matthew Murray,Right-hand bat,Right-arm fast,1873-06-23,1,
213,,Ben Murray,Ben Murray,Right-hand bat,Right-arm medium,17/09/80,1,982
214,,Olsen Murrain,Olsen Tzuan Murrain,Right-hand bat,Right-arm medium,24/04/82,1,858
215,,Thomas Murphy,Thomas David Murphy,Right-hand bat,Right-arm fast-medium,22/04/99,1,"774,519"
216,,Jack Murphy,Jack Roger Murphy,Left-hand bat,Left-arm fast-medium,15/07/95,1,"901,507,774,519"
217,,Carl Murphy,Carl Graham Murphy,Right-hand bat,Right-arm medium,30/06/76,1,242
218,,Mark Murfett,Mark Anthony Murfett,Right-hand bat,Right-arm medium,08/02/82,1,953
219,,Robert Murcutt,Robert Murcutt,,,1791-01-01,1,303
220,,James Murch,James Clifford Thomas Murch,,,08/08/75,1,571
221,,John Munn,John Shannon Munn,,Left-arm bowler,1880-06-06,1,876
222,,Henry Munn,Henry Oldman Munn,,,1835-01-01,1,
223,,Mike Munday,Michael Kenneth Munday,Right-hand bat,Legbreak,22/10/84,1,"242,433,754"
224,,George Muncey,George Muncey,Right-hand bat,Right-arm slow (underarm),1835-12-27,1,"303,89"
225,,Mumtaz Habibullah,Mumtaz Habibullah,Right-hand bat,Right-arm medium-fast,01/01/87,1,651
226,,Gareth Mumford,Gareth James Mumford,Right-hand bat,,18/06/82,1,736
227,,George Mumford,George Mumford,Right-hand bat,Left-arm fast (roundarm),1845-02-01,1,605
228,,Conrad Mumby,Conrad Francis Mumby,Right-hand bat,Right-arm offbreak,17/04/84,1,"330,1132"
229,,Charles Mulraine,Charles Edward Mulraine,Left-hand bat,Slow left-arm orthodox,24/12/73,1,"971,170,683"
230,,Luke Mulley,Luke Edward Vernon Mulley,Right-hand bat,Right-arm medium,04/06/97,1,651
231,,Steven Mullaney,Steven John Mullaney,Right-hand bat,Right-arm medium-fast,19/11/86,1,"971,279,610,988,514"
232,,Ian Mulholland,Ian Mulholland,Right-hand bat,Right-arm offbreak,13/11/75,1,571
233,,Mohsin Mukhtar,Mohsin Mukhtar,Right-hand bat,Left-arm medium,18/03/00,1,452
234,,Muhammad Hamza,Muhammad Hamza,Right-hand bat,Right-arm offbreak,14/12/95,1,
235,,Muhammad Bilal,Muhammad Bilal,Left-hand bat,Left-arm medium,08/02/94,1,515
236,,Francis Mugliston,Francis Hugh Mugliston,Right-hand bat,Right-arm slow-medium,1886-06-07,1,"598,610"
237,,Andrew Muggleton,Andrew Nicholas Muggleton,Right-hand bat,Right-arm medium,26/02/74,1,1085
238,,William Mudie,William Mudie,Right-hand bat,Right-arm slow (roundarm),1836-04-26,1,1085
239,,Mudassar Javid,Mudassar Javid,Right-hand bat,Right-arm fast,21/10/75,1,974
240,,Paul Muchall,Paul Bernard Muchall,Right-hand bat,Right-arm medium-fast,17/03/87,1,"802,1036,193,508,1012,636,914,893,452"
241,,Matthew Muchall,Matthew John Muchall,Right-hand bat,Right-arm medium-fast,22/06/81,1,452
242,,Gordon Muchall,Gordon James Muchall,Right-hand bat,Right-arm medium,02/11/82,1,860
243,,Mubasher Hassan,Mubasher Hassan,,,27/05/91,1,914
244,,Robert Mozelewski,Robert Arthur Mozelewski,Right-hand bat,Right-arm medium-fast,30/01/85,1,"696,208"
245,,Robert Moyser,Robert Alan Moyser,Right-hand bat,,24/10/77,1,196
246,,Bevis Moynan,Bevis Neil Moynan,Right-hand bat,Right-arm medium,21/11/77,1,89
247,,James Moyes,James Robert Moyes,Right-hand bat,,16/12/74,1,"220,598,401"
248,,Toby Mowat,Toby Benjamin Mowat,Right-hand bat,Right-arm medium,10/05/95,1,401
249,,Dan Mousley,Daniel Richard Mousley,Left-hand bat,Right-arm offbreak,08/07/01,1,971
250,,Jonathan Mountford,Jonathan Robert Mountford,Right-hand bat,Right-arm medium-fast,22/02/85,1,736
251,,Jonty Mountfield,Jonty Mountfield,Right-hand bat,Right-arm fast-medium,22/02/85,1,736
252,,Matthew Mountain,Matthew John Mountain,Left-hand bat,Right-arm offbreak,21/05/78,1,903
253,,Sam Mount,Samuel Alexander Mount,Right-hand bat,Right-arm offbreak,18/12/92,1,"696,272,476,1173,450"
254,,Billy Moulton-Day,William Montague Moulton-Day,Right-hand bat,Right-arm medium-fast,20/11/90,1,"567,914,1158"
255,,George Moulds,George William Moulds,Right-hand bat,Right-arm medium-fast,02/11/83,1,781
256,,William Mottram,William James Mottram,Left-hand bat,Right-arm medium-fast,20/09/86,1,433
257,,Arthur Motley,Arthur Motley,Right-hand bat,Right-arm fast,1858-02-05,1,"760,707"
258,,Thomas Mostyn,Thomas Edward Mostyn Lloyd Mostyn,,,1830-01-23,1,876
259,,Edward Moss,Edward Henry Moss,Right-hand bat,,25/05/11,1,876
260,,Tim Moses,Timothy Haydn Moses,Left-hand bat,Right-arm medium-fast,01/12/94,1,"1132,825,1195,836,908"
261,,Thomas Morton,Thomas Ian Morton,Right-hand bat,,16/11/85,1,450
262,,Ian Morton,Ian Stuart Morton,Right-hand bat,Right-arm medium-fast,14/10/70,1,1158
263,,George Morton,George Morton,,,1828-04-25,1,
264,,George Mortimer,George Frederick Baskerville Mortimer,,,1820-08-18,1,
265,,Philip Morse,Philip Andrew Morse,Left-hand bat,Slow left-arm orthodox,14/02/87,1,452
266,,Edward Morse,Edward James Morse,Right-hand bat,Right-arm fast-medium,30/01/86,1,"571,433,876"
267,,Ashur Morrison,Ashur A Morrison,Right-hand bat,Right-arm medium,10/04/89,1,450
268,,Zac Morris,Zachary Clegg Morris,Right-hand bat,Slow left-arm orthodox,04/09/78,1,37
269,,Sion Morris,Sion Elgan Morris,Left-hand bat,,06/09/77,1,519
270,,Richard Morris,Richard Kyle Morris,Right-hand bat,Right-arm fast-medium,26/09/87,1,"37,443,952"
271,,Norman Morris,Norman Morris,Right-hand bat,,1849-01-01,1,"1012,1085"
