team_id,team_name,team_label
272,Eastern Province Under-19s,EPU
273,New South Wales Under-17s,NSWU
274,DS Senanayake College,DSC
275,West Indies A,WIA
276,Karnataka,K
277,Nittabuwa Ladies,NL
278,Lincolnshire,L
279,Shakthi Ladies,SL
280,Pakistan University Grants Commission,PUGC
281,South Australia Country,SAC
282,Leicestershire Cricket Board,LCB
283,Mangalore United,MU
284,Sri Lanka Army Sports Club,SLASC
285,KwaZulu-Natal Under-17s,KU
286,Limpopo Under-17s,LU
287,Gauteng Under-15s,GU
288,Netherlands Under-13s,NU
289,Australian Capital Territory Women,ACTW
290,Tamil Nadu,TN
291,Buckinghamshire,B
292,England Women,EW
293,Barbados Tridents,BT
294,Habib Bank Limited,HBL
295,Lahore Lions,LL
296,Northerns (Zimbabwe),N(
297,Police Sports Club,PSC
298,Mpumalanga Under-19s,MU
299,Mashonaland Under-24s,MU
300,Berkshire,B
301,Ireland Under-15s,IU
302,Northern Districts Women,NDW
303,Worcestershire,W
304,Malaysia Under-15s,MU
305,Derbyshire,D
306,Peshawar,P
307,Zimbabwe Under-17s,ZU
308,Sri Lanka Cricket Development XI,SLCDX
309,Amo Region,AR
310,United States of America,USoA
311,Rawalpindi,R
312,Trinidad & Tobago Under-19s,T&TU
313,Maris Stella College,MSC
314,Mashonaland Country Districts,MCD
315,Norfolk,N
316,Mashonaland A,MA
317,West Indies,WI
318,Manipur,M
319,Punjab Under-19s,PU
320,Galle Cricket Club,GCC
321,Zimbabwe Cricket Academy,ZCA
322,Karachi Whites,KW
323,New South Wales Women,NSWW
324,Mis Ainak Region,MAR
325,Eastern Province Under-17s,EPU
326,Leeward Islands,LI
327,Sri Lanka Under-15s,SLU
328,Antigua Hawksbills,AH
329,Gujarat Lions,GL
330,Islamabad,I
331,Titans,T
332,South Australia Under-19s,SAU
333,Schools Invitation XI,SIX
334,Unicorns,U
335,Basnahira South,BS
336,Mumbai Indians,MI
337,Canterbury Women,CW
338,Boland Under-13s,BU
339,Glamorgan 2nd XI,G2X
340,Wiltshire,W
341,Eastern Province Under-15s,EPU
342,Ireland,I
343,Bloomfield Cricket and Athletic Club,BCaAC
344,Sui Northern Gas Pipelines Limited,SNGPL
345,Victoria Women,VW
346,Northamptonshire Cricket Board,NCB
347,Surrey 2nd XI,S2X
348,Hampshire,H
349,Water and Power Development Authority,WaPDA
350,India Women,IW
351,Guyana Under-19s,GU
352,Essex Cricket Board,ECB
353,Free State Under-15s,FSU
354,Queensland Women,QW
355,England,E
356,Western Australia Under-19s,WAU
357,Queensland,Q
358,South Africa Under-19s,SAU
359,Royal Challengers Bangalore,RCB
360,Somerset 2nd XI,S2X
361,Sargodha,S
362,Shropshire,S
363,Border Under-13s,BU
364,London County,LC
365,Derbyshire 2nd XI,D2X
366,Sylhet Division,SD
367,Pakistan,P
368,Lancashire,L
369,Tamil Union Cricket and Athletic Club,TUCaAC
370,Dorset,D
371,Sinhalese Sports Club,SSC
372,Limpopo Under-15s,LU
373,Gujarat,G
374,Pakistan Under-19s,PU
375,Rajasthan,R
376,Canada,C
377,Griqualand West Under-13s,GWU
378,Yorkshire Women,YW
379,South Africa A,SAA
380,Cambridgeshire,C
381,Easterns Under-19s,EU
382,Abahani Limited,AL
383,Uttar Pradesh Under-16s,UPU
384,Lankan Cricket Club,LCC
385,Bangladesh Women,BW
386,Yorkshire Cricket Board,YCB
387,Yorkshire Under-17s,YU
388,Border Under-19s,BU
389,British Universities,BU
390,Arunachal Pradesh,AP
391,Rising Pune Supergiants,RPS
392,Free State Under-17s,FSU
393,Cape Cobras,CC
394,Karachi Dolphins,KD
395,Griqualand West Under-17s,GWU
396,Sui Gas Corporation of Pakistan,SGCoP
397,Africa XI,AX
398,Ireland A,IA
399,Colts Cricket Club,CCC
400,Ireland Women,IW
401,Border Under-17s,BU
402,Middlesex,M
403,Surrey,S
404,Marylebone Cricket Club Universities,MCCU
405,Australia A,AA
406,Brisbane Heat,BH
407,Eastern Province Under-13s,EPU
408,St Aloysius College,SAC
409,Natal,N
410,Gloucestershire,G
411,South Western Districts Under-19s,SWDU
412,Bedfordshire,B
413,Mpumalanga Under-17s,MU
414,Sri Lanka Under-19s,SLU
415,West Indies Under-19s,WIU
416,Western Province,WP
417,New South Wales Under-19s,NSWU
418,Somerset Cricket Board,SCB
419,Guyana,G
420,Kerala,K
421,FOG-Seenigama Ladies,FL
422,Assam,A
423,Free State Under-13s,FSU
424,Gloucestershire Cricket Board,GCB
425,New Zealand Under-19s,NZU
426,Western Province Under-13s,WPU
427,Islamabad Cricket Association,ICA
428,Barisal Division,BD
429,Otago,O
430,Durham MCCU,DM
431,Sialkot,S
432,Malaysia Women,MW
433,Wesley College,WC
434,Mashonaland Eagles,ME
435,Jamaica Tallawahs,JT
436,Colombo Cricket Club,CCC
437,Hampshire Cricket Academy,HCA
438,Scotland Under-19s,SU
439,Islamabad Leopards,IL
440,Northern Territory Under-17s,NTU
441,Somerset,S
442,Khelaghar Samaj Kallyan Samity,KSKS
443,South Western Districts Under-17s,SWDU
444,Northamptonshire 2nd XI,N2X
445,Northern Territory Under-19s,NTU
446,Northerns,N
447,Kalutara Town Club,KTC
448,Jamaica,J
449,Victoria Second XI,VSX
450,St. Peters College,SPC
451,Easterns Under-15s,EU
452,Andhra Under-19s,AU
453,Malaysia,M
454,Australian Cricket Academy,ACA
455,United States of America Women,USoAW
456,Baroda Under-19s,BU
457,Trinco-Batti Combined Schools,TCS
458,Haryana Under-19s,HU
459,Midlands,M
460,India Under-19s,IU
461,Gloucestershire 2nd XI,G2X
462,Australian Country XI,ACX
463,KwaZulu-Natal Inland Under-19s,KIU
464,Australia Under-16s,AU
465,Hong Kong Women,HKW
466,Netherlands Under-17s,NU
467,Perth Scorchers,PS
468,Scotland Under-17s,SU
469,Ireland Under-19s,IU
470,Chilaw Marians Cricket Club,CMCC
471,United Arab Emirates,UAE
472,Dhaka Gladiators,DG
473,Matara Sports Club,MSC
474,Barbados Under-19s,BU
475,KwaZulu-Natal,K
476,Surrey Under-17s,SU
477,Zimbabwe,Z
478,South Australia Under-23s,SAU
479,Kings XI Punjab,KXP
480,Oxford MCCU,OM
481,Worcestershire 2nd XI,W2X
482,Mannar-Vavuniya Combined Schools,MCS
483,Sussex Cricket Board,SCB
484,Abbottabad,A
485,Asia XI,AX
486,Sheikhupura Cricket Association,SCA
487,Cambridge MCCU,CM
488,Assam Under-16s,AU
489,Suffolk,S
490,Badulla & Monaragala Combine Schools,B&MCS
491,Tasmania Under-23s,TU
492,Dhaka Metropolis,DM
493,England Under-19s,EU
494,Australian Capital Territory Under-19s,ACTU
495,Middlesex 2nd XI,M2X
496,Northerns Under-15s,NU
497,Matabeleland,M
498,Hyderabad (Pakistan),H(
499,Sialkot Stallions,SS
500,Peshawar Panthers,PP
501,Kochi Tuskers Kerala,KTK
502,Dolphins,D
503,Gauteng Under-17s,GU
504,British Guiana,BG
505,KwaZulu-Natal Inland,KI
506,South Africa Academy,SAA
507,Delhi Under-19s,DU
508,Bangladesh,B
509,Auckland,A
510,India A,IA
511,Peshawar Zalmi,PZ
512,Nepal Women,NW
513,Bangladesh Under-17s,BU
514,Bahawalpur,B
515,Redco Pakistan Ltd,RPL
516,Hong Kong,HK
517,Moratuwa Sports Club Women,MSCW
518,Essex,E
519,Durham,D
520,Free State,FS
521,Northern Districts,ND
522,Barbados,B
523,Boland Under-17s,BU
524,Uttar Pradesh Under-19s,UPU
525,Marylebone Cricket Club Young Cricketers,MCCYC
526,Badureliya Sports Club,BSC
527,Northern Territory,NT
528,Warwickshire,W
529,Victoria,V
530,North West Under-19s,NWU
531,Chennai Super Kings,CSK
532,Western Transvaal,WT
533,South Africa,SA
534,Madhya Pradesh,MP
535,Punjab Under-16s,PU
536,Delhi,D
537,Warwickshire 2nd XI,W2X
538,Basnahira North,BN
539,South Africa Women,SAW
540,Surrey Under-15s,SU
541,Tasmania,T
542,Moors Sports Club,MSC
543,Chittagong Division,CD
544,Marylebone Cricket Club,MCC
545,Penang,P
546,Wayamba,W
547,Tasmania Second XI,TSX
548,Nepal Under-19s,NU
549,Netherlands,N
550,Huntingdonshire,H
551,Auckland Women,AW
552,Sri Lanka Navy Sports Club,SLNSC
553,Griqualand West Under-19s,GWU
554,Vidarbha,V
555,Yorkshire Academy,YA
556,Orange Free State,OFS
557,Pakistan Customs,PC
558,Abbottabad Falcons,AF
559,National Bank of Pakistan,NBoP
560,Agriculture Development Bank of Pakistan,ADBoP
561,New Zealand,NZ
562,Queensland Academy of Sport,QAoS
563,Sri Lanka Army,SLA
564,Hampshire 2nd XI,H2X
565,New Zealand Women,NZW
566,Essex Under-15s,EU
567,Centrals,C
568,Madhya Pradesh Under-19s,MPU
569,Scotland,S
570,Haryana,H
571,Guyana Amazon Warriors,GAW
572,Sussex,S
573,Scotland Under-15s,SU
574,Herefordshire,H
575,Oxfordshire,O
576,New South Wales Second XI,NSWSX
577,Northerns Under-13s,NU
578,South Western Districts Under-13s,SWDU
579,Combined Campuses and Colleges,CCaC
580,ICC World XI,IWX
581,Wales Minor Counties,WMC
582,Hobart Hurricanes,HH
583,Nottinghamshire,N
584,North West,NW
585,KwaZulu-Natal Under-19s,KU
586,Windward Islands,WI
587,Antigua and Barbuda,AaB
588,West Indies Women,WIW
589,Netherlands Under-15s,NU
590,Westerns,W
591,England Lions,EL
592,Yorkshire,Y
593,Australia Women,AW
594,Kent,K
595,Goa Under-19s,GU
596,Bangladesh Cricket Board Academy,BCBA
597,Faisalabad,F
598,Punjab,P
599,Boost Region,BR
